ticker,date,time_published,title,summary,source,source_domain,category_within_source,url,overall_sentiment_score,overall_sentiment_label,ticker_relevance_score,ticker_sentiment_score,ticker_sentiment_label,authors_json,topics_json,banner_image
VMI,2020-03-30,20200330T233222,Valmont Appoints Avner Applbaum as Chief Financial Officer,"Valmont Industries, Inc. announced the appointment of Avner Applbaum as Executive Vice President and Chief Financial Officer, effective March 30, 2020. He will oversee all financial activities and the IT function, succeeding Mark Jaksich who will remain for a smooth transition. Applbaum brings 22 years of financial and operational expertise from publicly-traded and private-equity backed companies in manufacturing.",Business Wire,Business Wire,General,https://www.businesswire.com/news/home/20200330005424/en/Valmont-Appoints-Avner-Applbaum-as-Chief-Financial-Officer,0.357323,Bullish,1.000000,0.470786,Bullish,[],"[{""topic"": ""manufacturing"", ""relevance_score"": ""0.905822""}, {""topic"": ""finance"", ""relevance_score"": ""0.833066""}]",
WLK,2020-03-30,20200330T233641,Employee dies in accident at Westlake Chemical in Geismar,"An employee died in an accident at Westlake Chemical in Geismar, Louisiana, on Sunday. Operators lost contact with the worker in the polyvinyl chloride unit around 12:10 a.m., and the employee was recovered approximately four hours later. Westlake Chemical expressed its deep regret and extended sympathy to the employee's family, stating that an investigation into the incident will be conducted.",Plaquemine Post South,Plaquemine Post South,General,https://www.postsouth.com/story/news/2020/03/30/employee-dies-in-accident-at-westlake-chemical-in-geismar/112129708/,-0.646463,Bearish,1.000000,-0.600936,Bearish,"[""From Staff Reports""]","[{""topic"": ""manufacturing"", ""relevance_score"": ""0.907280""}, {""topic"": ""energy_transportation"", ""relevance_score"": ""0.614123""}]",
GLD,2020-06-26,20200626T222620,SPDR Gold MiniShares ETF Celebrates 2-Years of Growth,"The SPDR Gold MiniShares Trust (GLDM) recently celebrated its two-year anniversary, establishing itself as the third-largest physically-backed gold ETF in the U.S. GLDM has attracted significant inflows due to its low expense ratio (0.18%) and competitive share price, appealing to buy-and-hold investors. Despite GLDM's growth, the SPDR Gold Shares (GLD) continues to attract strong inflows, indicating a market for both gold-backed products with different investor appeals.",ETF Trends,ETF Trends,General,https://www.etftrends.com/spdr-gold-minishares-etf-celebrates-2-years-of-growth/,0.327177,Somewhat-Bullish,0.981306,0.312450,Somewhat-Bullish,"[""Max Chen""]","[{""topic"": ""financial_markets"", ""relevance_score"": ""0.935648""}, {""topic"": ""finance"", ""relevance_score"": ""0.748374""}]",
GLW,2020-06-26,20200626T222625,"Corning Inc. showcases Valor Glass development, a critical tool for COVID-19 vaccine","Corning Inc. is playing a crucial role in the development of a COVID-19 vaccine by manufacturing Valor Glass vials, which Senator Kirsten Gillibrand praised during a visit to their Big Flats plant. The federal government's BARDA awarded Corning Inc. $204 million to increase production, demonstrating the critical need for a massive supply of vials to support potential vaccines by late 2020 or early 2021. This effort is expected to create 94 new jobs and continues Corning Inc.'s historical involvement in fighting public health threats.",Star-Gazette,Star-Gazette,General,https://www.stargazette.com/story/news/local/2020/06/26/sen-gillibrand-praises-corning-inc-effort-against-coronavirus/3265376001/,0.448178,Bullish,1.000000,0.424988,Bullish,"[""Jeff Murray""]","[{""topic"": ""life_sciences"", ""relevance_score"": ""0.931591""}, {""topic"": ""manufacturing"", ""relevance_score"": ""0.841052""}, {""topic"": ""economy_fiscal"", ""relevance_score"": ""0.611200""}]",
HIG,2020-06-26,20200626T222724,5 Ways Video Monitoring Will Aid in Mitigating Construction Site Risk,"This article discusses five ways video monitoring, especially with advanced AI capabilities, can mitigate risks on construction sites. It highlights benefits such as improved risk identification, cost savings, enhanced worker safety, assessment of environmental impact, and increased confidence among contractors and owners. The article emphasizes that sophisticated video technology can move beyond basic theft prevention to proactive risk management and operational efficiency.",Risk & Insurance,Risk & Insurance,General,https://riskandinsurance.com/5-ways-video-monitoring-will-aid-mitigating-construction-site-risk/,0.409933,Bullish,1.000000,0.449627,Bullish,"[""The Hartford""]","[{""topic"": ""real_estate"", ""relevance_score"": ""0.900833""}, {""topic"": ""technology"", ""relevance_score"": ""0.826200""}, {""topic"": ""finance"", ""relevance_score"": ""0.735564""}, {""topic"": ""manufacturing"", ""relevance_score"": ""0.622142""}]",
HON,2020-06-26,20200626T223116,"Honeywell to close Minnesota aerospace plant, affecting 200 jobs","Honeywell announced the closure of its Minnesota aerospace facility, resulting in 200 job losses. A company spokesperson clarified that this decision was unrelated to the COVID-19 pandemic. This closure comes amid Honeywell's wider operational adjustments and cost-cutting measures.",The Business Journals,The Business Journals,General,https://www.bizjournals.com/charlotte/news/2020/06/26/honeywell-to-close-coon-rapids-aerospace-p.html,-0.28618,Somewhat-Bearish,1.000000,-0.290912,Somewhat-Bearish,"[""Carrigan Miller""]","[{""topic"": ""manufacturing"", ""relevance_score"": ""0.913474""}, {""topic"": ""economy_macro"", ""relevance_score"": ""0.715235""}]",
COST,2020-06-26,20200626T223128,The Billowing Business of Sadler’s Smokehouse,"This article details the journey of Sadler's Smokehouse, from a small East Texas drive-in in 1948 to a major processing facility acquired by Hormel Foods Corp. for $270 million in 2020. It highlights Sadler's commitment to traditional slow-smoking techniques and its success in bringing authentic barbecue to both foodservice and retail markets. The acquisition by Hormel Foods is presented as an opportunity to expand Sandler's reach while preserving its legacy.",Hormel Foods,Hormel Foods,General,https://www.hormelfoods.com/newsroom/news/the-billowing-business-of-sadlers-smokehouse/,0.286903,Somewhat-Bullish,0.637967,0.128828,Neutral,[],"[{""topic"": ""mergers_and_acquisitions"", ""relevance_score"": ""0.924370""}, {""topic"": ""manufacturing"", ""relevance_score"": ""0.825225""}, {""topic"": ""retail_wholesale"", ""relevance_score"": ""0.705946""}]",
HRL,2020-06-26,20200626T223128,The Billowing Business of Sadler’s Smokehouse,"This article details the journey of Sadler's Smokehouse, from a small East Texas drive-in in 1948 to a major processing facility acquired by Hormel Foods Corp. for $270 million in 2020. It highlights Sadler's commitment to traditional slow-smoking techniques and its success in bringing authentic barbecue to both foodservice and retail markets. The acquisition by Hormel Foods is presented as an opportunity to expand Sandler's reach while preserving its legacy.",Hormel Foods,Hormel Foods,General,https://www.hormelfoods.com/newsroom/news/the-billowing-business-of-sadlers-smokehouse/,0.286903,Somewhat-Bullish,1.000000,0.463141,Bullish,[],"[{""topic"": ""mergers_and_acquisitions"", ""relevance_score"": ""0.924370""}, {""topic"": ""manufacturing"", ""relevance_score"": ""0.825225""}, {""topic"": ""retail_wholesale"", ""relevance_score"": ""0.705946""}]",
COST,2020-06-26,20200626T223131,The billowing business of Sadler's Smokehouse,"Sadler's Smokehouse, which started as a drive-in in 1948, grew into a major producer of slow-smoked meats, serving both foodservice and retail giants. Hormel Foods Corp. acquired Sadler's for $270 million in February, recognizing its highly differentiated brand and potential for expansion into retail and deli channels. The company attributes its success to a commitment to traditional slow-smoking techniques, selecting quality hardwoods, and dedicated pitmasters.",MEAT+POULTRY,MEAT+POULTRY,General,https://www.meatpoultry.com/articles/23362-the-billowing-business-of-sadlers-smokehouse,0.29894,Somewhat-Bullish,0.614783,0.100222,Neutral,"[""Joel Crews""]","[{""topic"": ""mergers_and_acquisitions"", ""relevance_score"": ""1.000000""}, {""topic"": ""retail_wholesale"", ""relevance_score"": ""0.848257""}, {""topic"": ""manufacturing"", ""relevance_score"": ""0.701176""}]",
HRL,2020-06-26,20200626T223131,The billowing business of Sadler's Smokehouse,"Sadler's Smokehouse, which started as a drive-in in 1948, grew into a major producer of slow-smoked meats, serving both foodservice and retail giants. Hormel Foods Corp. acquired Sadler's for $270 million in February, recognizing its highly differentiated brand and potential for expansion into retail and deli channels. The company attributes its success to a commitment to traditional slow-smoking techniques, selecting quality hardwoods, and dedicated pitmasters.",MEAT+POULTRY,MEAT+POULTRY,General,https://www.meatpoultry.com/articles/23362-the-billowing-business-of-sadlers-smokehouse,0.29894,Somewhat-Bullish,1.000000,0.490677,Bullish,"[""Joel Crews""]","[{""topic"": ""mergers_and_acquisitions"", ""relevance_score"": ""1.000000""}, {""topic"": ""retail_wholesale"", ""relevance_score"": ""0.848257""}, {""topic"": ""manufacturing"", ""relevance_score"": ""0.701176""}]",
BLK,2020-06-26,20200626T223219,BlackRock cuts fees on three core ETFs,"BlackRock has reduced the management fees on three popular iShares Core S&P exchange-traded funds (ETFs) by one basis point. The iShares Core S&P 500 ETF (IVV), iShares Core S&P Mid-Cap ETF (IJH), and iShares Core S&P Small-Cap ETF (IJR) all saw their expense ratios lowered. This move was announced in connection with the 20-year anniversary of its Core ETFs.",InvestmentNews,InvestmentNews,General,https://www.investmentnews.com/mutual-funds/blackrock-cuts-fees-on-three-core-etfs/194505,0.340394,Somewhat-Bullish,0.734586,0.312117,Somewhat-Bullish,"[""InvestmentNews""]","[{""topic"": ""financial_markets"", ""relevance_score"": ""0.942890""}, {""topic"": ""finance"", ""relevance_score"": ""0.710274""}]",
IJH,2020-06-26,20200626T223219,BlackRock cuts fees on three core ETFs,"BlackRock has reduced the management fees on three popular iShares Core S&P exchange-traded funds (ETFs) by one basis point. The iShares Core S&P 500 ETF (IVV), iShares Core S&P Mid-Cap ETF (IJH), and iShares Core S&P Small-Cap ETF (IJR) all saw their expense ratios lowered. This move was announced in connection with the 20-year anniversary of its Core ETFs.",InvestmentNews,InvestmentNews,General,https://www.investmentnews.com/mutual-funds/blackrock-cuts-fees-on-three-core-etfs/194505,0.340394,Somewhat-Bullish,1.000000,0.331989,Somewhat-Bullish,"[""InvestmentNews""]","[{""topic"": ""financial_markets"", ""relevance_score"": ""0.942890""}, {""topic"": ""finance"", ""relevance_score"": ""0.710274""}]",
HSY,2020-06-26,20200626T224151,Coca-Cola halts all paid social media advertising for 30 days,"Coca-Cola is pausing all paid social media advertising globally for at least 30 days, citing a need to reassess policies and demanding greater accountability from its social media partners regarding racism and misinformation. This move follows similar announcements from other major brands like Hershey's, Verizon, and Unilever, amid a broader boycott targeting platforms like Facebook over their content moderation practices. Facebook has responded by outlining its efforts to combat hate speech and misinformation while acknowledging the need for further work.",Axios,Axios,General,https://www.axios.com/2020/06/27/coca-cola-social-media-advertising-facebook,-0.282791,Somewhat-Bearish,0.649324,-0.126395,Neutral,"[""Orion Rummler""]","[{""topic"": ""retail_wholesale"", ""relevance_score"": ""0.806526""}, {""topic"": ""economy_macro"", ""relevance_score"": ""0.610589""}]",
KO,2020-06-26,20200626T224151,Coca-Cola halts all paid social media advertising for 30 days,"Coca-Cola is pausing all paid social media advertising globally for at least 30 days, citing a need to reassess policies and demanding greater accountability from its social media partners regarding racism and misinformation. This move follows similar announcements from other major brands like Hershey's, Verizon, and Unilever, amid a broader boycott targeting platforms like Facebook over their content moderation practices. Facebook has responded by outlining its efforts to combat hate speech and misinformation while acknowledging the need for further work.",Axios,Axios,General,https://www.axios.com/2020/06/27/coca-cola-social-media-advertising-facebook,-0.282791,Somewhat-Bearish,1.000000,-0.232019,Somewhat-Bearish,"[""Orion Rummler""]","[{""topic"": ""retail_wholesale"", ""relevance_score"": ""0.806526""}, {""topic"": ""economy_macro"", ""relevance_score"": ""0.610589""}]",
META,2020-06-26,20200626T224151,Coca-Cola halts all paid social media advertising for 30 days,"Coca-Cola is pausing all paid social media advertising globally for at least 30 days, citing a need to reassess policies and demanding greater accountability from its social media partners regarding racism and misinformation. This move follows similar announcements from other major brands like Hershey's, Verizon, and Unilever, amid a broader boycott targeting platforms like Facebook over their content moderation practices. Facebook has responded by outlining its efforts to combat hate speech and misinformation while acknowledging the need for further work.",Axios,Axios,General,https://www.axios.com/2020/06/27/coca-cola-social-media-advertising-facebook,-0.282791,Somewhat-Bearish,0.725085,-0.429684,Bearish,"[""Orion Rummler""]","[{""topic"": ""retail_wholesale"", ""relevance_score"": ""0.806526""}, {""topic"": ""economy_macro"", ""relevance_score"": ""0.610589""}]",
LUV,2020-06-26,20200626T224627,COBRA Health Insurance Notice Prompts Class Action Against Southwest,"A class action lawsuit has been filed against Southwest Airlines by a former employee who alleges the company failed to provide adequate and timely COBRA health insurance notification after her termination. The lawsuit claims Southwest's notification was confusing, incomplete, and sent past the legal deadline, leading to the plaintiff losing her health coverage and incurring medical bills. This case highlights a broader issue, as similar class action lawsuits have been filed against other employers for non-compliance with COBRA notification regulations.",Class Action Lawsuits,Class Action Lawsuits,General,https://topclassactions.com/lawsuit-settlements/insurance/cobra-health-insurance-notice-prompts-class-action-against-southwest/,-0.419005,Bearish,1.000000,-0.419539,Bearish,"[""Jennifer L. Henn""]","[{""topic"": ""finance"", ""relevance_score"": ""0.840922""}, {""topic"": ""life_sciences"", ""relevance_score"": ""0.619389""}]",
ADI,2020-06-26,20200626T224648,Teardown: Velar infotainment master controller,"This article provides a teardown analysis of the Velar infotainment master controller, designed for Jaguar Land Rover vehicles. It details the various electronic components from companies like Intel, Microchip, and Broadcom, highlighting the continuous increase in automotive electronics. The analysis includes a list of key components found on the main PCB, embedded compute module, Ethernet switch PCB, and BT/WLAN module.",Electronics360,Electronics360,General,https://electronics360.globalspec.com/article/15349/teardown-velar-infotainment-master-controller,0.105397,Neutral,0.602413,0.131241,Neutral,"[""Electronics360 News Desk""]","[{""topic"": ""technology"", ""relevance_score"": ""1.000000""}, {""topic"": ""manufacturing"", ""relevance_score"": ""0.735422""}]",
AVGO,2020-06-26,20200626T224648,Teardown: Velar infotainment master controller,"This article provides a teardown analysis of the Velar infotainment master controller, designed for Jaguar Land Rover vehicles. It details the various electronic components from companies like Intel, Microchip, and Broadcom, highlighting the continuous increase in automotive electronics. The analysis includes a list of key components found on the main PCB, embedded compute module, Ethernet switch PCB, and BT/WLAN module.",Electronics360,Electronics360,General,https://electronics360.globalspec.com/article/15349/teardown-velar-infotainment-master-controller,0.105397,Neutral,0.732036,0.122560,Neutral,"[""Electronics360 News Desk""]","[{""topic"": ""technology"", ""relevance_score"": ""1.000000""}, {""topic"": ""manufacturing"", ""relevance_score"": ""0.735422""}]",
INTC,2020-06-26,20200626T224648,Teardown: Velar infotainment master controller,"This article provides a teardown analysis of the Velar infotainment master controller, designed for Jaguar Land Rover vehicles. It details the various electronic components from companies like Intel, Microchip, and Broadcom, highlighting the continuous increase in automotive electronics. The analysis includes a list of key components found on the main PCB, embedded compute module, Ethernet switch PCB, and BT/WLAN module.",Electronics360,Electronics360,General,https://electronics360.globalspec.com/article/15349/teardown-velar-infotainment-master-controller,0.105397,Neutral,0.921338,0.108747,Neutral,"[""Electronics360 News Desk""]","[{""topic"": ""technology"", ""relevance_score"": ""1.000000""}, {""topic"": ""manufacturing"", ""relevance_score"": ""0.735422""}]",
MCHP,2020-06-26,20200626T224648,Teardown: Velar infotainment master controller,"This article provides a teardown analysis of the Velar infotainment master controller, designed for Jaguar Land Rover vehicles. It details the various electronic components from companies like Intel, Microchip, and Broadcom, highlighting the continuous increase in automotive electronics. The analysis includes a list of key components found on the main PCB, embedded compute module, Ethernet switch PCB, and BT/WLAN module.",Electronics360,Electronics360,General,https://electronics360.globalspec.com/article/15349/teardown-velar-infotainment-master-controller,0.105397,Neutral,0.828881,0.135685,Neutral,"[""Electronics360 News Desk""]","[{""topic"": ""technology"", ""relevance_score"": ""1.000000""}, {""topic"": ""manufacturing"", ""relevance_score"": ""0.735422""}]",
MU,2020-06-26,20200626T224648,Teardown: Velar infotainment master controller,"This article provides a teardown analysis of the Velar infotainment master controller, designed for Jaguar Land Rover vehicles. It details the various electronic components from companies like Intel, Microchip, and Broadcom, highlighting the continuous increase in automotive electronics. The analysis includes a list of key components found on the main PCB, embedded compute module, Ethernet switch PCB, and BT/WLAN module.",Electronics360,Electronics360,General,https://electronics360.globalspec.com/article/15349/teardown-velar-infotainment-master-controller,0.105397,Neutral,0.649079,0.135630,Neutral,"[""Electronics360 News Desk""]","[{""topic"": ""technology"", ""relevance_score"": ""1.000000""}, {""topic"": ""manufacturing"", ""relevance_score"": ""0.735422""}]",
MKC,2020-06-26,20200626T224719,McCormick & Co.’s ‘tale of two segments’,"McCormick & Company reported a ""tale of two segments"" in its second quarter, with strong growth in its Consumer business driven by increased home cooking during COVID-19, while its Flavor Solutions segment experienced significant declines due to reduced foodservice demand. Despite the foodservice downturn, the company's overall net income and sales increased, although it withheld future guidance due to ongoing global uncertainty. McCormick anticipates continued elevated demand in its Consumer segment and a gradual recovery in Flavor Solutions.",Food Business News,Food Business News,General,https://www.foodbusinessnews.net/articles/16322-mccormick-cos-tale-of-two-segments,0.126737,Neutral,1.000000,0.288942,Somewhat-Bullish,"[""Keith Nunes""]","[{""topic"": ""earnings"", ""relevance_score"": ""0.916117""}, {""topic"": ""retail_wholesale"", ""relevance_score"": ""0.801633""}, {""topic"": ""economy_macro"", ""relevance_score"": ""0.623418""}]",
MKC-V,2020-06-26,20200626T224719,McCormick & Co.’s ‘tale of two segments’,"McCormick & Company reported a ""tale of two segments"" in its second quarter, with strong growth in its Consumer business driven by increased home cooking during COVID-19, while its Flavor Solutions segment experienced significant declines due to reduced foodservice demand. Despite the foodservice downturn, the company's overall net income and sales increased, although it withheld future guidance due to ongoing global uncertainty. McCormick anticipates continued elevated demand in its Consumer segment and a gradual recovery in Flavor Solutions.",Food Business News,Food Business News,General,https://www.foodbusinessnews.net/articles/16322-mccormick-cos-tale-of-two-segments,0.126737,Neutral,0.319949,0.024299,Neutral,"[""Keith Nunes""]","[{""topic"": ""earnings"", ""relevance_score"": ""0.916117""}, {""topic"": ""retail_wholesale"", ""relevance_score"": ""0.801633""}, {""topic"": ""economy_macro"", ""relevance_score"": ""0.623418""}]",
MNST,2020-06-26,20200626T225156,Hansen heirs win $17 M in Coke and Monster Beverage case,"The heirs of Hubert Hansen, founder of Hansen's beverages, have been awarded $17 million in a ""right to publicity"" lawsuit against Coca-Cola and Monster Beverage Corp. The award includes $9.6 million in damages and $7.4 million in legal fees, stemming from unauthorized use of Hansen's name for commercial purposes. This significant award is based on a share of profits from the sale of beverages under the Hansen's brand.",Vending Times,Vending Times,General,https://www.vendingtimes.com/news/hansen-heirs-win-17m-in-coke-and-monster-beverage-case/,0.022262,Neutral,0.318788,0.046120,Neutral,[],"[{""topic"": ""finance"", ""relevance_score"": ""0.737382""}, {""topic"": ""retail_wholesale"", ""relevance_score"": ""0.620232""}]",
OGE,2020-06-26,20200626T225713,PRESS RELEASE OG&E customers have flexible payment plans available as company prepares to resume service disconnects,"OG&E announced it will resume service disconnects for non-payment after a four-month voluntary moratorium, but is offering flexible payment options for customers affected by COVID-19. These options include installment plans, average monthly billing, and assistance through the Lend-a-Hand program, alongside various energy efficiency initiatives. OG&E emphasizes its commitment to working with customers to prevent service interruption.",Oklahoma Gazette,Oklahoma Gazette,General,https://www.okgazette.com/news/press-release-ogande-customers-have-flexible-payment-plans-available-as-company-prepares-to-resume-service-disconnects-7416340/,0.109965,Neutral,1.000000,0.143617,Neutral,[],"[{""topic"": ""economy_macro"", ""relevance_score"": ""0.826395""}, {""topic"": ""energy_transportation"", ""relevance_score"": ""0.923317""}]",
PCG,2020-06-26,20200626T230157,California Should Go All-Electric in New Construction—State’s Largest Utility Agrees,"Pacific Gas and Electric Company (PG&E), California's largest combined gas and electric utility, has formally supported ending new gas hookups in buildings, endorsing efficient, all-electric new construction as part of the state’s Title 24 energy code process. This move is critical for California to lower energy costs, reduce greenhouse gas emissions, and maintain healthy indoor and outdoor air quality, aligning with climate goals and avoiding future gas infrastructure investments. All-electric new construction is highlighted as cheaper, cleaner, and healthier, aligning with the state's climate objectives and offering benefits like reduced emissions, improved health, and increased affordability.",RMI,RMI,General,https://rmi.org/california-should-go-all-electric-in-new-construction-states-largest-utility-agrees/,0.239719,Somewhat-Bullish,1.000000,0.416394,Bullish,"[""Stephanie Greene"", ""Leah Louis-Prescott""]","[{""topic"": ""energy_transportation"", ""relevance_score"": ""0.937531""}, {""topic"": ""real_estate"", ""relevance_score"": ""0.809999""}, {""topic"": ""economy_fiscal"", ""relevance_score"": ""0.625576""}]",
PCG-P-G,2020-06-26,20200626T230157,California Should Go All-Electric in New Construction—State’s Largest Utility Agrees,"Pacific Gas and Electric Company (PG&E), California's largest combined gas and electric utility, has formally supported ending new gas hookups in buildings, endorsing efficient, all-electric new construction as part of the state’s Title 24 energy code process. This move is critical for California to lower energy costs, reduce greenhouse gas emissions, and maintain healthy indoor and outdoor air quality, aligning with climate goals and avoiding future gas infrastructure investments. All-electric new construction is highlighted as cheaper, cleaner, and healthier, aligning with the state's climate objectives and offering benefits like reduced emissions, improved health, and increased affordability.",RMI,RMI,General,https://rmi.org/california-should-go-all-electric-in-new-construction-states-largest-utility-agrees/,0.239719,Somewhat-Bullish,0.342243,0.027712,Neutral,"[""Stephanie Greene"", ""Leah Louis-Prescott""]","[{""topic"": ""energy_transportation"", ""relevance_score"": ""0.937531""}, {""topic"": ""real_estate"", ""relevance_score"": ""0.809999""}, {""topic"": ""economy_fiscal"", ""relevance_score"": ""0.625576""}]",
MAR,2020-06-26,20200626T231118,Gaylord Hotels Re-Open Today Marking a Positive Return for the Hospitality Industry,"Three Gaylord Hotels (Rockies, Palms, Opryland) are reopening today, joining Gaylord Texan, signifying a positive return for the U.S. hotel industry. These resorts offer diverse summer programming, enhanced cleaning protocols under Marriott's ""Commitment to Clean,"" and significant meeting spaces adapting to new health and safety guidelines. Marriott International (NASDAQ: MAR) highlights these re-imagined experiences for drive-market leisure travelers and meeting planners.",Hospitality Net,Hospitality Net,General,https://www.hospitalitynet.org/news/4099382.html,0.170839,Somewhat-Bullish,0.867872,0.324787,Somewhat-Bullish,"[""Marriott""]","[{""topic"": ""real_estate"", ""relevance_score"": ""0.724536""}, {""topic"": ""economy_macro"", ""relevance_score"": ""0.616873""}, {""topic"": ""retail_wholesale"", ""relevance_score"": ""0.848772""}]",
RHP,2020-06-26,20200626T231118,Gaylord Hotels Re-Open Today Marking a Positive Return for the Hospitality Industry,"Three Gaylord Hotels (Rockies, Palms, Opryland) are reopening today, joining Gaylord Texan, signifying a positive return for the U.S. hotel industry. These resorts offer diverse summer programming, enhanced cleaning protocols under Marriott's ""Commitment to Clean,"" and significant meeting spaces adapting to new health and safety guidelines. Marriott International (NASDAQ: MAR) highlights these re-imagined experiences for drive-market leisure travelers and meeting planners.",Hospitality Net,Hospitality Net,General,https://www.hospitalitynet.org/news/4099382.html,0.170839,Somewhat-Bullish,0.300316,0.048261,Neutral,"[""Marriott""]","[{""topic"": ""real_estate"", ""relevance_score"": ""0.724536""}, {""topic"": ""economy_macro"", ""relevance_score"": ""0.616873""}, {""topic"": ""retail_wholesale"", ""relevance_score"": ""0.848772""}]",
RKDA,2020-06-26,20200626T231124,Arcadia Biosciences' CEO attempts his third turnaround,"Arcadia Biosciences' CEO Matt Plavan is orchestrating a significant pivot for the company, shifting its focus from niche products to growth sectors like wheat and commercial hemp. This marks Plavan's third turnaround attempt with a public company. The article highlights related news about Arcadia's expansion into hemp and its initial success in presales for engineered hemp seeds.",The Business Journals,The Business Journals,General,https://www.bizjournals.com/sacramento/news/2020/06/26/arcadia-biosciences-plavan-executive-profile.html,0.046361,Neutral,0.302428,0.040466,Neutral,"[""Mark Anderson""]","[{""topic"": ""life_sciences"", ""relevance_score"": ""0.837283""}, {""topic"": ""finance"", ""relevance_score"": ""0.643258""}]",
SPT,2020-06-26,20200626T232128,Engineering at Sprout: Building an Android month picker,"This article from Sprout Social, titled ""Engineering at Sprout: Building an Android month picker,"" appears to be a blog post about a technical development. However, the provided content is a general blog and resource page from Sprout Social rather than the detailed technical article implied by the title. The content lists various blog posts on social media marketing, analytics, and strategy.",Sprout Social,Sprout Social,General,https://sproutsocial.com/insights/building-android-month-picker/,0.331491,Somewhat-Bullish,1.000000,0.328614,Somewhat-Bullish,[],"[{""topic"": ""technology"", ""relevance_score"": ""0.817886""}]",
TNET,2020-06-26,20200626T232642,Should Your Business Have Gender-Neutral Bathrooms?,"This article explores the considerations for small and medium-sized businesses thinking about implementing gender-neutral bathrooms. It discusses the benefits, including promoting inclusivity, attracting talent, and improving customer comfort, while also addressing regulatory requirements, logistical challenges, and landlord considerations for renters. Ultimately, the article emphasizes that ensuring safe and convenient facilities that respect all employees, especially transgender individuals, aligns with company values and official guidelines.",TriNet,TriNet,General,https://www.trinet.com/insights/should-your-business-have-gender-neutral-bathrooms,0.289288,Somewhat-Bullish,1.000000,0.282335,Somewhat-Bullish,"[""Riia O'Donnell""]","[{""topic"": ""finance"", ""relevance_score"": ""0.705203""}, {""topic"": ""economy_macro"", ""relevance_score"": ""0.618247""}]",
UA,2020-06-26,20200626T233123,My Way Through,"Mick Schumacher shares his personal philosophy on winning and losing, emphasizing that setbacks are crucial for learning and improvement. He recounts his journey in racing, from go-karts to Formula 1 aspirations, highlighting the importance of hard work and self-belief. Schumacher also discusses his rigorous physical training regimen, supported by Under Armour, and his readiness for the challenges ahead in his career.",Under Armour,Under Armour,General,https://about.underarmour.com/en/stories/2020/06/my-way-through.html,0.400865,Bullish,1.000000,0.431780,Bullish,"[""- By Mick Schumacher""]","[{""topic"": ""energy_transportation"", ""relevance_score"": ""0.932914""}, {""topic"": ""finance"", ""relevance_score"": ""0.624675""}]",
AMZN,2020-06-26,20200626T233619,"LATEST TECH NEWS: Verizon joins others to boycott Facebook. 4 other things and a trivia you need to know today, June 26, 2020","This article covers five key tech news stories from June 26, 2020, including Verizon joining the boycott against Facebook due to hate speech concerns, Egyptian edtech OTO Courses securing new investment, Waymo and Volvo partnering on electric robotaxis, the opening of applications for the AppsAfrica Innovation Awards 2020, and Amazon's reported acquisition of self-driving startup Zoox for over $1 billion. It also includes a tech trivia question and answer about the beginning of computer engineering.",Ripples Nigeria,Ripples Nigeria,General,https://www.ripplesnigeria.com/latest-tech-news-verizon-joins-others-to-boycott-facebook-4-other-things-and-a-trivia-you-need-to-know-today-june-26-2020/,-0.072603,Neutral,0.798828,0.294769,Somewhat-Bullish,"[""Ripples Nigeria""]","[{""topic"": ""technology"", ""relevance_score"": ""1.000000""}, {""topic"": ""mergers_and_acquisitions"", ""relevance_score"": ""0.811536""}]",
CVX,2020-06-26,20200626T233619,"LATEST TECH NEWS: Verizon joins others to boycott Facebook. 4 other things and a trivia you need to know today, June 26, 2020","This article covers five key tech news stories from June 26, 2020, including Verizon joining the boycott against Facebook due to hate speech concerns, Egyptian edtech OTO Courses securing new investment, Waymo and Volvo partnering on electric robotaxis, the opening of applications for the AppsAfrica Innovation Awards 2020, and Amazon's reported acquisition of self-driving startup Zoox for over $1 billion. It also includes a tech trivia question and answer about the beginning of computer engineering.",Ripples Nigeria,Ripples Nigeria,General,https://www.ripplesnigeria.com/latest-tech-news-verizon-joins-others-to-boycott-facebook-4-other-things-and-a-trivia-you-need-to-know-today-june-26-2020/,-0.072603,Neutral,0.558050,0.126236,Neutral,"[""Ripples Nigeria""]","[{""topic"": ""technology"", ""relevance_score"": ""1.000000""}, {""topic"": ""mergers_and_acquisitions"", ""relevance_score"": ""0.811536""}]",
GOOGL,2020-06-26,20200626T233619,"LATEST TECH NEWS: Verizon joins others to boycott Facebook. 4 other things and a trivia you need to know today, June 26, 2020","This article covers five key tech news stories from June 26, 2020, including Verizon joining the boycott against Facebook due to hate speech concerns, Egyptian edtech OTO Courses securing new investment, Waymo and Volvo partnering on electric robotaxis, the opening of applications for the AppsAfrica Innovation Awards 2020, and Amazon's reported acquisition of self-driving startup Zoox for over $1 billion. It also includes a tech trivia question and answer about the beginning of computer engineering.",Ripples Nigeria,Ripples Nigeria,General,https://www.ripplesnigeria.com/latest-tech-news-verizon-joins-others-to-boycott-facebook-4-other-things-and-a-trivia-you-need-to-know-today-june-26-2020/,-0.072603,Neutral,0.647089,0.005995,Neutral,"[""Ripples Nigeria""]","[{""topic"": ""technology"", ""relevance_score"": ""1.000000""}, {""topic"": ""mergers_and_acquisitions"", ""relevance_score"": ""0.811536""}]",
